name,molweight,critical temperature (K),acentric factor,boiling point (K)
3-methyl-7-ethylnonane,170.33844,640.72,0.519,473.15
"3-methyl-N,N-dimethylaniline",135.20896,705.58,0.413,485.15
3-methyl-cis-2-heptene,112.21504,574.35,0.351,395.15
3-methyl-cis-2-hexene,98.18816,549.51,0.307,370.41
3-methyl-cis-2-pentene,84.16128,515,0.259,340.85
3-methyl-cis-3-heptene,112.21504,572.89,0.351,394.15
3-methyl-cis-3-hexene,98.18816,546.75,0.307,368.55
3-methyl-trans-2-heptene,112.21504,574.35,0.351,395.15
3-methyl-trans-2-hexene,98.18816,546.42,0.307,368.33
3-methyl-trans-2-pentene,84.16128,517,0.263,343.59
3-methyl-trans-3-heptene,112.21504,572.89,0.351,394.15
3-methyl-trans-3-hexene,98.18816,543.99,0.307,366.69
"3-methylamino-1,2-propanediol",105.13688,715,1.046,520.15
3-methylbenzaldehyde,120.15092,691,0.433,472.15
3-methylbenzenemethanol,122.1668,681,0.751,490.15
3-methylbiphenyl,168.23828,801,0.418,545.85
3-methylbutanal,86.1338,544.62,0.388,365.75
3-methylbutanenitrile,83.1332,593.3,0.397,403.65
3-methylbutanoic acid,102.1332,629.09,0.682,449.68
3-methylbutyl butanoate,158.24072,619,0.694,452.15
3-methylbutylamine,87.16496,544.9,0.416,370.15
3-methylcyclohexanol; (cis+trans),114.18756,635,0.685,440.25
3-methylcyclohexene,96.17228,578.88,0.241,375.62
"3-methylcyclohexene, (±)",96.17228,583.04,0.241,377.15
3-methylcyclohexylamine,113.20284,622,0.386,423.15
3-methylcyclopentene,82.1454,526,0.23,338.05
3-methyldecane,156.31156,632.86,0.507,463.15
3-methyldiphenylmethane,182.26516,782.37,0.478,552.39
3-methyldodecane,184.36532,669.09,0.586,503.45
3-methylfuran,82.10204,528.6,0.289,338.65
3-methylheptadecane,254.49972,740.59,0.727,586.15
3-methylheptane,114.23092,563.67,0.372,392.08
3-methylhexadecane,240.47284,727.5,0.708,571.15
3-methylhexanal,114.18756,593,0.464,416
3-methylhexane,100.20404,535.2,0.32,365
"3-methylhexane, (S)-",100.20404,532.41,0.301,365.15
3-methylhexanoic acid,130.18696,680,0.717,486.15
3-methylisoquinoline,143.1882,778.59,0.428,522.15
3-methylnonadecane,282.55348,764.46,0.748,613.15
3-methylnonane,142.28468,613,0.465,440.95
3-methylnonanoic acid,172.2676,713,0.877,473.73
3-methyloctadecane,268.5266,752.9,0.741,600.15
3-methyloctane,128.2578,590.15,0.412,417.38
3-methyloctanoic acid,158.24072,703,0.831,456.91
3-methylpentadecane,226.44596,713.56,0.683,555.15
3-methylpentanal,100.16068,576.34,0.433,395.15
3-methylpentane,86.17716,504.43,0.274,336.42
3-methylpentanenitrile,97.16008,614.09,0.442,426.15
"3-methylpentanoic acid, (±)",116.16008,661,0.652,470.65
3-methylpyridine,93.12832,645,0.298,417.29
3-methylpyrrole,81.11732,610,0.213,416.05
3-methylquinoline,143.1882,770.99,0.452,525.45
3-methyltetradecane,212.41908,700.41,0.654,539.45
3-methyltetrahydrofuran,86.1338,639.01,0.264,411.15
3-methylthiacyclohexane,116.22728,668.34,0.244,431.19
3-methylthiacyclopentane,102.2004,646.2,0.229,411.49
3-methylthiophene,98.16864,613,0.24,388.55
3-methyltridecane,198.3922,685.13,0.622,521.85
3-methylundecane,170.33844,655,0.552,483.95
3-nitro-2-methylpentane,131.17476,634.74,0.491,443
3-nitro-3-methylpentane,131.17476,639.34,0.458,443
3-nitrobenzotrifluoride,191.1095096,667,0.536,475.93
3-nitrohexane,131.17476,639,0.523,449.15
3-nonadecyne,264.49484,760.66,0.728,600.15
3-nonanol,144.2572,620.4,0.846,467.85
"3-nonanol, (±)",144.2572,614.43,0.768,468.15
3-nonanone,142.24132,629.65,0.541,463.15
3-nonyne,124.22604,623.36,0.368,430.25
"3-octadecanol, (±)",270.49912,775.45,0.847,604.43
3-octadecanone,268.48324,758.47,0.838,607.48
3-octadecyne,250.46796,750.52,0.707,587.15
3-octanol,130.23032,601.72,0.806,447.85
3-octanone,128.21444,624,0.528,440.65
3-octyne,110.19916,600.66,0.324,406.29
3-pentadecanol,228.41848,732.87,0.871,661.15
3-pentadecyne,208.38732,717.83,0.616,544.15
3-pentanamine,87.16496,525.16,0.379,362.15
3-pentanethiol,104.21628,580,0.317,387.05
3-phenylpentane,148.24804,665.05,0.413,464.15
3-propoxy-1-propene,100.16068,536,0.38,364.15
3-propyl-1-hexanol,144.2572,612.65,0.846,462
3-propylphenol,136.19368,730.33,0.496,502.15
3-propylthiophene,126.2224,652.99,0.342,434.15
3-pyridinecarbonitrile,104.11124,703,0.422,474.15
3-pyridinecarboxylic acid,123.11124,760,0.596,526
3-sec-butylphenol,150.22056,733,0.51,510
3-tert-butylphenol,150.22056,748.61,0.444,513.15
3-tetradecanol,214.3916,736.2,0.686,552.35
3-tetradecanone,212.37572,712.65,0.759,512.95
3-tetradecyne,194.36044,705.58,0.579,528.15
3-tridecanol,200.36472,724.8,0.642,531.15
3-tridecanone,198.34884,707.26,0.727,538.47
3-tridecyne,180.33356,692.34,0.539,511.15
"3-undecanol, (R)-",172.31096,696.85,0.596,502.15
3-undecanone,170.29508,678.01,0.653,500.15
3-undecene,154.29568,637.84,0.504,466.65
3-undecyne,152.2798,661.12,0.456,473.15
"4',4""-dimethyldiphenylmethane",196.29204,797.05,0.521,573.15
"4,4'-dimethylbiphenyl",182.26516,817.7,0.443,566.15
"4,4'-dinitrodiphenylamine",259.22128,926,1.025,709
"4,4'-dinitrotriphenylamine",335.31904,946,1.09,743
"4,4,5,5-tetramethyloctane",170.33844,655.89,0.403,473.15
"4,4,5-trimethylnonane",170.33844,645.29,0.461,471.15
"4,4,5-trimethyloctane",156.31156,630.56,0.419,453.15
"4,4,6-trimethylnonane",170.33844,635.7,0.461,464.15
"4,4-dichloroheptane",169.09356,654.02,0.442,454.15
"4,4-diethylheptane",156.31156,627.03,0.448,453.45
"4,4-diethyloctane",170.33844,644.29,0.489,473.15
"4,4-dimethyl-1-hexanol",130.23032,617.99,0.738,455
"4,4-dimethyl-1-hexene",112.21504,560.33,0.297,380.35
"4,4-dimethyl-1-pentanol",116.20344,597.3,0.695,433.15
"4,4-dimethyl-1-pentene",98.18816,520.28,0.253,345.67
"4,4-dimethyl-1-pentyne",96.17228,538.28,0.21,349.23
"4,4-dimethyl-2-hexanol",130.23032,594.21,0.706,435
"4,4-dimethyl-2-neopentyl-1-pentene",168.32256,656.77,0.548,488.99
"4,4-dimethyl-2-pentanol",116.20344,570.48,0.662,411.15
"4,4-dimethyl-2-pentanone",114.18756,580.9,0.387,398.15
"4,4-dimethyl-2-pentyne",96.17228,552.81,0.191,356.15
"4,4-dimethyl-2-thiapentane",118.24316,602.51,0.29,401.15
"4,4-dimethyl-3-ethyl-2-pentanol",144.2572,624.08,0.716,461
"4,4-dimethyl-3-ethylheptane",156.31156,624.99,0.419,449.15
"4,4-dimethyl-3-ethyloctane",170.33844,645.29,0.461,471.15
"4,4-dimethyl-3-hexanol",130.23032,590.31,0.706,432.15
"4,4-dimethyl-3-hexanone",128.21444,624,0.528,421.15
"4,4-dimethyl-3-isopropyl-1-pentanol",158.28408,608.9,0.757,456
"4,4-dimethyl-5-ethyloctane",170.33844,642.55,0.461,469.15
"4,4-dimethyl-6-ethyloctane",170.33844,635.7,0.461,464.15
"4,4-dimethyl-cis-2-hexene",112.21504,560.54,0.287,379.15
"4,4-dimethyl-cis-2-pentene",98.18816,534.97,0.244,353.58
"4,4-dimethyl-trans-2-hexene",112.21504,560.54,0.287,379.15
"4,4-dimethyl-trans-2-pentene",98.18816,528.63,0.243,349.89
"4,4-dimethylcyclohexene",110.19916,597.08,0.247,390.39
"4,4-dimethylcyclopentene",96.17228,559.35,0.232,361.15
"4,4-dimethyldecane",170.33844,642.92,0.489,472.15
"4,4-dimethylheptane",128.2578,585.4,0.364,408.36
"4,4-dimethylnonane",156.31156,623.85,0.448,451.15
"4,4-dimethyloctane",142.28468,606.9,0.402,430.66
"4,4-dimethylthiacyclohexane",130.25416,657.02,0.249,427.18
"4,5,5-trimethyl-1-hexanol",144.2572,639.75,0.748,475.15
"4,5,5-trimethylnonane",170.33844,645.29,0.461,471.15
"4,5,6-trimethylnonane",170.33844,641.61,0.491,471.15
"4,5-dibromooctane",272.02304,716.02,0.616,524.48
"4,5-diethyloctane",170.33844,636.66,0.519,470.15
"4,5-dimethyl-1-hexanol",130.23032,614.62,0.773,455
"4,5-dimethyl-1-hexene",112.21504,558.62,0.327,382.15
"4,5-dimethyl-1-octanol",158.28408,638.34,0.852,485
"4,5-dimethyl-2-hexanol",130.23032,590.87,0.741,435
"4,5-dimethyl-2-hexene",112.21504,564.74,0.328,383.15
"4,5-dimethyl-3-ethyloctane",170.33844,642.97,0.491,472.15
"4,5-dimethyl-3-hexanol",130.23032,582.72,0.741,429
"4,5-dimethyl-4-ethyloctane",170.33844,648.03,0.461,473.15
"4,5-dimethyl-cis-2-hexene",112.21504,562.01,0.317,383.15
"4,5-dimethyl-trans-2-hexene",112.21504,562.01,0.317,383.15
"4,5-dimethyldecane",170.33844,643.43,0.519,475.15
"4,5-dimethylnonane",156.31156,625.61,0.478,455.15
"4,5-dimethyloctane",142.28468,612.2,0.418,435.29
"4,5-dimethylquinoline",157.21508,773.01,0.497,538
"4,6,6-trimethyl-2-heptanol",158.28408,622.25,0.757,466
"4,6-dimethyl-1-ethylnaphthalene",184.28104,811.44,0.536,585.41
"4,6-dimethyl-1-heptanol",144.2572,606.35,0.814,455
"4,6-dimethyl-1-octanol",158.28408,638.34,0.852,485
"4,6-dimethyl-2-heptanol",144.2572,625.72,0.782,467.15
"4,6-dimethyl-4-octanol",158.28408,616.49,0.788,464
"4,6-dimethyldecane",170.33844,638.02,0.519,471.15
"4,6-dimethylnonane",156.31156,621.49,0.478,452.15
"4,6-dimethylquinoline",157.21508,783.28,0.497,545.15
"4,7-dimethyl-1-octanol",158.28408,638.34,0.852,485
"4,7-dimethyl-4-octanol",158.28408,618.02,0.788,465.15
"4,7-dimethyldecane",170.33844,639.37,0.519,472.15
"4,8-dimethylquinoline",157.21508,784.5,0.497,546
"4,cis-5-dimethylcyclohexene",110.19916,605.71,0.26,400.96
"4,trans-5-dimethylcyclohexene",110.19916,597.92,0.26,395.8
"4-(1,1-dimethylpropyl)-2-methylphenol",178.27432,755.67,0.59,533.15
4-amino-1-butanol,89.13748,571.82,0.711,478.15
4-amino-2-butanol,89.13748,571.82,0.711,426.84
4-amino-4-methyl-2-pentanol,117.19124,681,0.97,447.5
4-aminobutan-2-ol,89.13748,571.82,0.711,426.84
4-bromo-1-butene,135.00358,571.36,0.323,371.95
4-bromo-1-pentene,149.03046,581.77,0.337,384.15
4-bromo-2-methyl-1-butene,149.03046,569.33,0.341,376.52
4-bromo-2-pentene,149.03046,586.22,0.334,391.15
4-bromo-3-methyl-1-butene,149.03046,569.74,0.337,376.2
4-bromo-cis-2-pentene,149.03046,592.38,0.326,389.65
4-bromo-trans-2-pentene,149.03046,592.38,0.326,389.65
4-bromoheptane,179.1001,651,0.444,434.15
4-butylaniline,149.23584,690,0.69,534.15
4-butylphenol,150.22056,743.65,0.542,521.15
"4-chloro-1,2-butadiene",88.5364,525,0.193,361.15
4-chloro-1-butene,90.55228,535.14,0.262,347.15
4-chloro-1-pentene,104.57916,562.47,0.277,370.15
"4-chloro-2,2-dimethylpentane",134.6488,621.08,0.418,401.15
4-chloro-2-hexene,118.60604,583.61,0.341,396.15
4-chloro-2-methyl-1-butene,104.57916,569.17,0.281,375.15
4-chloro-2-octene,146.6598,640.48,0.43,426.15
4-chloro-2-pentene,104.57916,561.69,0.275,376.15
4-chloro-3-heptene,132.63292,613.52,0.385,412.15
4-chloro-3-methyl-1-butene,104.57916,554.87,0.277,365.15
4-chloro-3-nitrobenzotrifluoride,225.5542696,686,0.607,495.15
4-chloro-4-methylheptane,148.67568,642.41,0.462,442.45
4-chloro-4-methyloctane,162.70256,661.88,0.505,470.76
4-chloro-cis-2-pentene,104.57916,564.66,0.267,370.15
4-chloro-trans-2-pentene,104.57916,564.66,0.267,370.15
4-chloroheptane,134.6488,621.08,0.418,417.15
4-decanol,158.28408,633.05,0.883,483.15
4-decanone,156.2682,656.59,0.612,479.65
4-decene,140.2688,616.98,0.457,443.75
4-decyne,138.25292,642.22,0.417,443.65
4-dodecanone,184.32196,687.46,0.691,519.25
"4-ethenyl-1,2-dimethylbenzene",132.20528,679.34,0.375,465.57
4-ethyl-(1-thiaethyl)-benzene,152.26028,737.59,0.416,505.76
4-ethyl-1-hexanol,130.23032,608.64,0.806,453
4-ethyl-1-hexene,112.21504,555.81,0.357,383.15
4-ethyl-1-methyloctylamine,171.32624,664.56,0.606,493.99
"4-ethyl-2,2-dimethylhexane",142.28468,594.6,0.384,420.16
"4-ethyl-2,3-dimethylhexane",142.28468,617.3,0.384,434.06
"4-ethyl-2,4-dimethylhexane",142.28468,620.9,0.383,434.26
4-ethyl-2-hexanol,130.23032,595.71,0.773,441
4-ethyl-2-methylheptane,142.28468,601.8,0.424,429.36
4-ethyl-2-methylhexane,128.2578,580,0.386,406.96
4-ethyl-2-methylpyridine,121.18208,653,0.376,452.15
"4-ethyl-3,3-dimethylhexane",142.28468,625.7,0.358,436.06
4-ethyl-3-hexanol,130.23032,590.5,0.773,437.15
4-ethyl-3-methylheptane,142.28468,614.3,0.41,435.36
4-ethyl-4-heptanol,144.2572,605.58,0.78,452.15
4-ethyl-4-isopropylheptane,170.33844,648.03,0.461,473.15
4-ethyl-4-methylheptane,142.28468,615.7,0.39,433.96
4-ethyl-4-octanol,158.28408,616.17,0.819,466
4-ethyl-4-propylheptane,170.33844,640.2,0.489,470.15
4-ethyl-bibenzyl,210.31892,771,0.578,565.15
4-ethyl-cis-2-hexene,112.21504,562.03,0.347,386.15
4-ethyl-m-xylene,134.22116,665,0.414,461.59
4-ethyl-o-xylene,134.22116,667,0.411,462.93
4-ethyl-trans-2-hexene,112.21504,562.03,0.347,386.15
4-ethylbiphenyl,182.26516,806,0.427,556.15
4-ethylcyclohexene,110.19916,611.67,0.285,406.15
4-ethylcyclopentene,96.17228,566.02,0.27,371.36
4-ethyldecane,170.33844,642.63,0.548,477.15
4-ethyldiphenylmethane,196.29204,793.82,0.522,570.18
4-ethylheptane,128.2578,584.95,0.416,414.36
4-ethylnonane,156.31156,624.66,0.507,457.15
4-ethyloctane,142.28468,609.6,0.443,436.8
4-ethylpyridine,107.1552,668.2,0.344,442.35
4-ethylthiacyclohexane,130.25416,646.42,0.288,426.94
4-fluoro-1-butene,74.0979832,441.88,0.261,286.87
4-fluoro-1-pentene,88.1248632,469.68,0.276,309.31
4-fluoro-2-methyl-1-butene,88.1248632,469.43,0.281,309.63
4-fluoro-3-methyl-1-butene,88.1248632,469.68,0.276,309.31
4-fluoro-cis-2-pentene,88.1248632,482.91,0.266,316.79
4-fluoro-trans-2-pentene,88.1248632,482.91,0.266,316.79
4-formylbenzoic acid,150.13384,966,0.817,702
4-heptanamine,115.21872,565.35,0.409,412.65
4-heptanol,116.20344,583.1,0.764,427.85
4-heptanone,114.18756,602,0.412,417.15
4-heptyl acetate,158.24072,643.9,0.499,444.15
4-heptylphenol,192.3012,760.33,0.61,429.15
4-hydroxybutraldehyde,88.10632,599,0.84,432
4-iodo-1-butene,182.00405,619.52,0.252,400
4-iodo-1-pentene,196.03093,615.43,0.267,403.18
4-iodo-2-methyl-1-butene,196.03093,624.84,0.271,410
4-iodo-3-methyl-1-butene,196.03093,615.43,0.267,403.18
4-iodo-cis-2-pentene,196.03093,629.33,0.257,410.66
4-iodo-trans-2-pentene,196.03093,629.33,0.257,410.66
4-iodoheptane,226.10057,646.56,0.816,477.1
4-isobutylaniline,149.23584,690,0.69,510.15
4-isobutylphenol,150.22056,733.21,0.51,510.15
4-isobutylstyrene,160.25904,735,0.463,524
4-isopentylphenol,164.24744,751,0.569,528.15
4-isopropyl-1-methylcyclopentene,124.22604,626.53,0.359,415.65
4-isopropyl-4-heptanol,158.28408,615.36,0.788,463.15
4-isopropylaniline,135.20896,705.58,0.413,498.15
4-isopropylheptane,142.28468,607.6,0.416,432.06
4-isopropylnonane,170.33844,638.02,0.519,471.15
4-isopropyloctane,156.31156,620.12,0.478,451.15
4-isopropylphenol,136.19368,736.3,0.464,502.35
4-isopropylpyridine,121.18208,653,0.376,451.15
4-methoxybenzeneacetic acid,166.1766,768,0.898,564
4-methyl-(1-thiaethyl)-benzene,138.2334,729.78,0.371,490.15
4-methyl-(1-thiapropyl)-benzene,152.26028,719.2,0.416,493.15
"4-methyl-1,1-diphenylethane",196.29204,789.13,0.491,563.15
"4-methyl-1,2-diphenylethane",196.29204,781.25,0.522,561.15
"4-methyl-1,2-pentadiene",82.1454,528.04,0.237,343.15
"4-methyl-1,3-pentadiene",82.1454,535.66,0.241,349.45
4-methyl-1-heptanol,130.23032,613.14,0.806,456.35
4-methyl-1-heptene,112.21504,559.87,0.357,385.95
4-methyl-1-hexanol,116.20344,608.04,0.764,446.15
"4-methyl-1-hexanol, (±)",116.20344,587.2,0.709,446.15
4-methyl-1-hexene,98.18816,534,0.302,359.88
4-methyl-1-hexylamine,115.21872,565.35,0.409,426.15
4-methyl-1-hexyne,96.17228,551.35,0.27,364.15
4-methyl-1-nonanol,158.28408,638.09,0.883,489.15
4-methyl-1-octanol,144.2572,627.23,0.846,473
4-methyl-1-pentanol,102.17656,603.5,0.591,424.95
4-methyl-1-pentene,84.16128,496,0.239,327.01
4-methyl-1-pentyne,82.1454,518.2,0.226,334.32
4-methyl-1H-indene,130.1894,693.5,0.332,482.15
4-methyl-2-ethyl-1-hexanol,144.2572,623.87,0.814,468.15
4-methyl-2-ethyl-1-pentanol,130.23032,607.39,0.773,449.65
4-methyl-2-ethyl-1-pentene,112.21504,559.75,0.332,383.45
4-methyl-2-ethylphenol,136.19368,719.75,0.495,495.55
4-methyl-2-heptanol,130.23032,600.77,0.773,444.75
4-methyl-2-hexanamine,115.21872,565.35,0.409,405.65
4-methyl-2-hexanol,116.20344,581.44,0.731,424.15
4-methyl-2-hexanone,114.18756,592.42,0.451,412.15
4-methyl-2-hexyne,96.17228,568.05,0.25,372.69
4-methyl-2-isobutyl-1-pentanol,158.28408,629.93,0.822,477.15
4-methyl-2-isopropyl-1-hexanol,158.28408,625.97,0.822,474.15
4-methyl-2-isopropyl-1-pentanol,144.2572,615.26,0.784,460.15
4-methyl-2-isopropylphenol,150.22056,719.35,0.509,501.15
4-methyl-2-pentanol,102.17656,574.4,0.573,404.85
4-methyl-2-pentanone,100.16068,574.6,0.356,389.15
4-methyl-2-pentene,84.16128,506.59,0.25,330.35
4-methyl-2-pentyne,82.1454,540.58,0.206,346.28
4-methyl-2-propyl-1-hexanol,158.28408,633.27,0.852,481.15
4-methyl-2-propyl-1-pentanol,144.2572,620.94,0.813,465.15
4-methyl-2-propylphenol,150.22056,780.8,0.541,547.87
4-methyl-2-thiahexane,118.24316,610.4,0.351,413.15
4-methyl-2-thiapentane,104.21628,585,0.271,385.65
"4-methyl-3,3-diethylheptane",170.33844,654.88,0.461,478.15
"4-methyl-3,4-diethylheptane",170.33844,649.4,0.461,474.15
"4-methyl-3,5-diethylheptane",170.33844,644.34,0.491,473.15
4-methyl-3-ethyl-1-pentanol,130.23032,605.16,0.773,448
4-methyl-3-ethyl-1-pentene,112.21504,556.43,0.327,380.65
4-methyl-3-ethyl-2-pentanol,130.23032,593.79,0.741,437.15
4-methyl-3-ethyl-3-hexanol,144.2572,608.58,0.748,452
4-methyl-3-ethyl-cis-2-pentene,112.21504,570.01,0.322,389.15
4-methyl-3-ethyl-trans-2-pentene,112.21504,567.52,0.322,387.45
4-methyl-3-ethylnonane,170.33844,640.72,0.519,473.15
4-methyl-3-ethyloctane,156.31156,626.99,0.478,456.15
4-methyl-3-ethylphenol,136.19368,739.51,0.495,509.15
4-methyl-3-heptanol,130.23032,578.89,0.773,428.55
4-methyl-3-heptene,112.21504,564.74,0.328,394.15
4-methyl-3-hexanol,116.20344,578.7,0.731,422.15
4-methyl-3-hexanone,114.18756,588.11,0.451,409.15
4-methyl-3-octanol,144.2572,611.68,0.814,459
4-methyl-3-octanone,142.24132,629.65,0.541,456.62
4-methyl-3-propylphenol,150.22056,780.8,0.541,547.87
4-methyl-3-thiahexane,118.24316,601.01,0.351,406.8
4-methyl-4-ethylnonane,170.33844,642.92,0.489,472.15
4-methyl-4-ethyloctane,156.31156,626.62,0.448,453.15
4-methyl-4-heptanol,130.23032,589.8,0.738,434.25
4-methyl-4-isopropylheptane,156.31156,630.56,0.419,453.15
4-methyl-4-isopropyloctane,170.33844,645.29,0.461,471.15
4-methyl-4-nonanol,158.28408,637.32,0.819,482
4-methyl-4-octanol,144.2572,608.26,0.78,454.15
4-methyl-4-propylheptane,156.31156,623.85,0.448,451.15
4-methyl-4-propyloctane,170.33844,637.48,0.489,468.15
4-methyl-4-tert-butylheptane,170.33844,653.12,0.403,471.15
4-methyl-5-ethyl-3-heptanol,158.28408,616.21,0.822,466
4-methyl-5-ethylnonane,170.33844,638.02,0.519,471.15
4-methyl-5-ethyloctane,156.31156,622.87,0.478,453.15
4-methyl-5-isopropyloctane,170.33844,636.16,0.491,467.15
4-methyl-5-propyloctane,170.33844,635.31,0.519,469.15
4-methyl-6-ethylnonane,170.33844,635.31,0.519,469.15
4-methyl-6-ethyloctane,156.31156,622.87,0.478,453.15
4-methyl-7-ethylnonane,170.33844,640.72,0.519,473.15
"4-methyl-N,N-dimethylaniline",135.20896,705.58,0.413,484.15
4-methyl-N-isopropylaniline,149.23584,690,0.69,493.15
4-methyl-N-propylaniline,149.23584,690,0.69,508.15
4-methyl-cis-2-heptene,112.21504,563.49,0.347,387.15
4-methyl-cis-2-hexene,98.18816,534.04,0.302,359.46
4-methyl-cis-2-pentene,84.16128,499,0.244,329.53
4-methyl-cis-3-heptene,112.21504,574.35,0.351,395.15
4-methyl-gamma-butyrolactone,100.11732,727,0.403,480.65
4-methyl-trans-2-heptene,112.21504,563.49,0.347,387.15
4-methyl-trans-2-hexene,98.18816,535.9,0.302,360.71
4-methyl-trans-2-pentene,84.16128,501,0.255,331.75
4-methyl-trans-3-heptene,112.21504,574.35,0.351,395.15
4-methylbenzenemethanol,122.1668,681,0.748,490.15
4-methylbiphenyl,168.23828,793.4,0.439,543.15
4-methylcyclohexanol; (cis+trans),114.18756,635,0.685,445.15
4-methylcyclohexene,96.17228,579.3,0.241,375.89
4-methylcyclohexylamine,113.20284,622,0.386,425.65
4-methylcyclopentene,82.1454,527,0.236,338.82
4-methyldecane,156.31156,629.99,0.507,461.05
4-methyldiphenylmethane,182.26516,786.22,0.478,555.11
4-methylheptane,114.23092,561.74,0.371,390.86
"4-methylhexanoic acid, (±)",130.18696,680,0.717,490.65
4-methylisoquinoline,143.1882,778.59,0.428,529.15
4-methylnonane,142.28468,610,0.465,438.85
4-methyloctane,128.2578,587.65,0.413,415.59
4-methylpentanal,100.16068,576.34,0.433,395.15
4-methylpentanenitrile,97.16008,615.53,0.442,427.15
4-methylpentanoic acid,116.16008,661,0.652,473.65
4-methylpyridine,93.12832,646.15,0.301,418.5
4-methylquinoline,143.1882,790.59,0.452,538.81
4-methylthiacyclohexane,116.22728,669.27,0.244,431.79
4-methylundecane,170.33844,649.36,0.548,482.15
4-morpholinecarboxaldehyde,115.132,762,0.393,513.15
4-nitro-N-phenylaniline,214.22368,814,0.766,600
4-nonanecarboxylic acid,172.2676,713,0.877,473.73
4-nonanol,144.2572,618.15,0.846,466.15
"4-nonanol, (S)",144.2572,614.43,0.768,465.65
4-nonanone,142.24132,629.65,0.541,460.65
4-nonene; (cis+trans),126.24192,593.62,0.411,419.05
4-nonylphenol,220.35496,738.5,0.793,568.15
"4-nonylphenol, isomers",220.35496,738.5,0.793,568.15
4-nonyne,124.22604,621.49,0.373,427.15
4-octanecarboxylic acid,158.24072,703,0.831,358.15
4-octanol,130.23032,604.27,0.806,449.75
"4-octanol, (±)",130.23032,600.92,0.733,449.45
4-octanone,128.21444,624,0.528,436.15
4-octylphenol,206.32808,765,0.631,423.15
4-octyne,110.19916,594.1,0.359,404.75
4-pentenoic acid,100.11732,676,0.426,461.15
4-pentenyl acetate,128.17108,592.33,0.432,418.15
4-pentylphenol,164.24744,751,0.569,523.65
4-propyl-3-heptene,140.2688,616.98,0.457,433.65
4-propyl-4-heptanol,158.28408,617.69,0.819,467.15
4-propylheptane,142.28468,601,0.444,430.66
4-propylnonane,170.33844,635.9,0.548,472.15
4-propyloctane,156.31156,619.2,0.507,453.15
4-propylphenol,136.19368,736.87,0.496,506.65
4-propylpyridine,121.18208,653,0.376,458.15
4-sec-amylphenol,164.24744,751,0.569,409.65
4-sec-butylaniline,149.23584,690,0.69,511.15
4-sec-butylphenol,150.22056,740.54,0.51,515.25
"4-tert-butyl-2,5-dimethylphenol",178.27432,755.67,0.59,537.15
"4-tert-butyl-2,6-dimethylphenol",178.27432,755.67,0.59,521.15
