name,molweight,critical temperature (K),acentric factor,boiling point (K)
cis-2-fluoro-2-butene,74.0979832,467.83,0.227,300.15
cis-2-heptene,98.18816,549,0.294,371.56
cis-2-hexene,84.16128,513,0.272,342.03
cis-2-methyl-2-butenoic acid,100.11732,676,0.389,458.15
cis-2-methylcyclohexanol,114.18756,614,0.681,438.15
cis-2-methylcyclohexylamine,113.20284,622,0.386,426.65
cis-2-octene,112.21504,572,0.389,398.79
cis-2-pentene,70.1344,475.93,0.241,310.08
cis-2-pentenoic acid,100.11732,676,0.415,458.15
cis-2-undecene,154.29568,637.84,0.504,469.25
cis-3-chloro-3-hexene,118.60604,583.61,0.341,390.15
cis-3-heptene,98.18816,545,0.295,368.9
cis-3-hexene,84.16128,509,0.279,339.6
cis-3-hexenyl formate,128.17108,592.33,0.432,447.69
cis-3-methylcyclohexanol,114.18756,625,0.694,446.15
cis-3-methylcyclohexylamine,113.20284,622,0.386,426.15
cis-3-nonen-1-ol,142.24132,629.65,0.541,456.62
cis-3-octene,112.21504,569,0.38,396.05
cis-3-penten-1-yne,66.10264,505,0.189,317.75
cis-3-pentenoic acid,100.11732,676,0.415,466.15
cis-4-chloro-4-octene,146.6598,640.48,0.43,438.45
cis-4-methylcyclohexanol,114.18756,622,0.688,444.15
cis-4-methylcyclohexylamine,113.20284,622,0.386,426.65
cis-4-octene,112.21504,568,0.385,395.69
cis-4-undecene,154.29568,637.84,0.504,465.75
cis-5-decene,140.2688,616.98,0.457,444.15
cis-5-undecene,154.29568,637.84,0.504,465.45
cis-9-tricosene,322.61824,802.72,0.742,612.15
cis-crotonaldehyde,70.09104,554,0.324,361.87
cis-crotonitrile,67.09044,568,0.279,380.6
cis-decahydronaphthalene,138.25292,703.6,0.279,468.97
cis-dicyano-1-butene,106.12712,796,0.664,577
cis-stilbene,180.24928,784,0.476,554
citraconic acid,130.10024,829,0.927,607
"citronellol, (±)",156.2682,656.59,0.612,497.15
cobalt nitrosyl tricarbonyl,172.97054,567.68,0.178,320
cresol mixture,108.13992,702.68,0.465,470.15
crotonaldehyde,70.09104,550.5,0.296,377.15
crotonic acid,86.09044,656.42,0.5,460.15
cumene,120.19428,631,0.327,425.56
cumene hydroperoxide,152.19308,605,0.995,442.7
cyanogen,52.03548,399.9,0.312,252.05
cyanogen,52.03548,400.15,0.279,252
cyanogen bromide,105.92174,545.03,0.254,334.65
cyanogen chloride,61.47044,449,0.32,286
cyanogen chloride,61.47044,449,0.32,286
cyanogen fluoride,45.0161432,368.51,0.303,227.15
cyanoguanidine,84.08072,834,0.692,581
cyclobutane,56.10752,459.93,0.185,285.66
cyclobutene,54.09164,446.33,0.189,275.75
cyclodecane,140.2688,709,0.292,475.15
cyclododecane,168.32256,747.23,0.313,512.15
cycloeicosane,280.5376,842.81,0.424,621.15
cycloheptadecane,238.45696,815.06,0.385,586.15
cycloheptane,98.18816,604.2,0.241,391.94
cycloheptene,96.17228,598,0.252,387.5
cyclohexadecane,224.43008,804.08,0.371,573.15
cyclohexane,84.16128,553.8,0.208,353.87
cyclohexanemethanamine,113.20284,622,0.386,433.15
cyclohexanethiol,116.22728,664,0.264,431.95
cyclohexanol,100.16068,650.1,0.369,434
cyclohexanone,98.1448,553,0.306,428.9
cyclohexanone oxime,113.15948,715,0.462,481.15
cyclohexene,82.1454,560.4,0.212,356.12
cyclohexyl acetate,142.19796,648,0.421,447.15
cyclohexyl formate,128.17108,645,0.368,435.65
cyclohexyl isocyanate,125.17048,633,0.525,442.15
cyclohexyl peroxide,116.16008,685,0.751,490
cyclohexylamine,99.17596,615,0.36,407.65
cyclohexylbenzene,160.25904,744,0.378,513.27
cyclononadecane,266.51072,834.39,0.412,610.15
cyclononane,126.24192,682,0.281,451.55
cyclooctadecane,252.48384,824.69,0.399,598.15
cyclooctane,112.21504,647.2,0.252,424.29
cyclooctene,110.19916,632,0.28,416.15
cyclopentadecane,210.4032,791.72,0.357,559.15
cyclopentadiene,66.10264,507,0.212,314.65
cyclopentane,70.1344,511.7,0.195,322.4
cyclopentaneacetic acid,128.17108,708,0.614,501.15
cyclopentanethiol,102.2004,629,0.262,405.33
cyclopentanone,84.11792,624.5,0.288,403.8
cyclopentene,68.11852,507,0.195,317.38
cyclopropane,42.08064,397.91,0.127,240.37
cyclopropanecarboxylic acid,86.09044,656.42,0.5,456.15
cyclotetradecane,196.37632,777.91,0.343,544.15
cyclotridecane,182.34944,764.06,0.328,529.15
cycloundecane,154.29568,728.78,0.298,494.15
cymene,134.22116,664.65,0.378,449.5
decaborane,122.22116,791.78,0.203,486.15
decafluorobutane,238.028032,386.35,0.372,271.15
decahydronaphthalene; (cis+trans),138.25292,694.65,0.274,446.4
decamethylcyclopentasiloxane,370.7727,619.15,0.666,484.1
decamethyltetrasiloxane,310.6884,599.4,0.673,467.15
decanal,156.2682,674.2,0.582,488.15
decane,142.28468,617.7,0.492,447.3
decanenitrile,153.2676,692.64,0.645,516.15
decanoic acid,172.2676,722.1,0.806,543.15
decyl acetate,200.32136,678,0.75,517.15
decyl alcohol (mixed isomers),158.28408,629,0.793,472.78
decyl butanoate,228.37512,720.2,0.62,553.15
decyl chloride (mixed isomers),176.72944,679.88,0.547,499.02
decyl formate,186.29448,672,0.712,506
decyl mercaptan,174.35068,696,0.587,512.35
decyl propanoate,214.34824,707.6,0.835,555.06
decylamine,157.29936,663,0.666,493.65
decylbenzene,218.38244,753,0.68,571.04
decylcyclohexane,224.43008,751.25,0.663,570.75
decylcyclopentane,210.4032,730.64,0.604,552.54
dehydroabietic acid,314.468,828,0.915,645
dehydroabietylamine,285.47288,863,0.742,660
di(ethylene glycol) hexyl ether,190.28288,684,1.111,532.25
"di(propylene glycol) methyl ether acetate, isomers",190.23952,647,0.702,482.45
"di(propylene glycol) propyl ether, isomers",176.256,629,0.963,485.45
"di(propylene glycol) tert-butyl ether, isomers",190.28288,667,0.997,515
di-n-octyl adipate,370.57308,830,1.048,678
di-pentyl ether,158.28408,622,0.601,459.9
di-propylamine,101.19184,550,0.45,382
di-sec-butyl ether,130.23032,559,0.432,394.2
"di-sec-butyl ether, (±)",130.23032,563.33,0.415,393.65
di-sec-butyl sulfide,146.29692,658.04,0.447,438.15
di-sec-butylamine,129.2456,601.45,0.5,407.15
di-t-butyl peroxide,146.22972,547,0.403,384.15
di-tert-butyl disulfide,178.36292,704.16,0.529,513.34
di-tert-butyl ether,130.23032,550,0.346,380.4
di-tert-butyl ketone,142.24132,629.65,0.541,425.15
di-tert-butyl sulfide,146.29692,658.04,0.447,422.25
di-tert-butylsulfone,178.29572,767,0.688,521.05
diacetone alcohol,116.16008,606,0.768,441.05
diallyl maleate,196.20288,693,0.789,520
diamantane,188.3128,791,0.163,529
dibenzofuran,168.19492,824,0.399,558.31
dibenzopyrrole,167.2102,899,0.494,627.86
dibenzothiophene,184.26152,897,0.398,604.61
dibenzyl ether,198.26456,777,0.591,561.45
diborane,27.66964,289.8,0.125,180.65
diborane hydrobromide,106.5657,466.98,0.142,289.45
dibromobenzene,235.90576,761,0.293,493.65
dibromodifluoromethane,209.8158064,478,0.108,295.94
dibromomethane,173.83488,611,0.21,370.1
dibutyl disulfide,178.36292,704.16,0.529,504.36
dibutyl ether,130.23032,584.1,0.448,414.15
dibutyl maleate,228.2884,716,0.899,553.15
dibutyl phthalate,278.34828,781,0.957,613.15
dibutyl sulfate,210.29452,814,0.345,525
dibutyl sulfide,146.29692,650,0.394,455.15
dibutyl sulfone,178.29572,767,0.688,564
dibutylamine,129.2456,602.3,0.53,432
dichloroacetaldehyde,112.94268,555,0.344,362
dichloroacetic acid,128.94208,686,0.555,467.15
dichloroacetyl chloride,147.38744,579,0.371,382.15
dichlorobenzyl chloride,195.4748,737,0.26,396.15
dichlorobutene,124.99704,640,0.302,400.83
dichlorodifluoromethane,120.9132064,384.95,0.18,243.36
dichlorodimethylsilane,129.06054,520.35,0.268,343.35
dichlorodiphenylsilane,253.2023,814,0.428,577.25
dichloroethane,98.95916,542,0.266,343.52
dichloroethylene,96.94328,505.67,0.267,333.15
dichlorofluoromethane,102.9227432,451.58,0.205,282.05
dichloromethane,84.93228,510,0.199,312.9
dichloromethylphenylsilane,191.13142,689,0.402,477.35
dichloropentane,141.0398,622.42,0.318,403.15
dichloropropane,112.98604,568.62,0.249,369.75
dichloropropylene,110.97016,577,0.206,364.52
dichlorovinylmethylsilane,141.07154,544.1,0.293,366.95
dicumyl peroxide,270.37148,884,0.45,669
dicyclohexyl sulfide,198.37268,802,0.396,559
dicyclohexylamine,181.32136,737,0.513,529
dicyclohexylmethane,180.33356,749.48,0.385,525.95
didecyl disulfide,346.68548,820.08,0.83,663.16
didecyl ether,298.55288,730.8,0.795,590
didecyl phthalate,446.67084,905,0.891,736
didecyl sulfide,314.61948,832.33,0.795,645
didecylamine,297.56816,782.3,0.949,632.15
didodecylamine,353.67568,827.88,0.732,676.15
diethanolamine,105.13688,736.6,0.953,541.54
diethoxymethane,104.14908,524,0.43,360.65
diethyl carbonate,118.1326,576,0.486,399.95
diethyl disulfide,122.2554,642,0.347,427.13
diethyl ether,74.1228,466.7,0.281,307.58
diethyl ketone,86.1338,560.9,0.345,375.14
diethyl maleate,172.18088,680,0.666,498.15
diethyl malonate,160.16988,653,0.616,472.05
diethyl oxalate,146.143,618,0.808,458.61
diethyl phthalate,222.24076,757,0.761,567.15
diethyl succinate,174.19676,663,0.67,490.15
diethyl sulfate,154.187,749,0.387,482.65
diethyl sulfide,90.1894,557.15,0.29,365.25
diethyl sulfite,138.1876,624,0.507,431.15
diethylamine,73.13808,496.6,0.304,328.6
diethylbenzene,134.22116,664.65,0.378,455.05
diethylbutylamine,129.2456,577.33,0.481,409.15
diethylcyclohexane; (mixed isomers),140.2688,667,0.274,447.15
diethyldecylamine,213.40688,675.16,0.717,520.15
diethyldodecylamine,241.46064,700.59,0.771,550.15
diethyleicosylamine,353.67568,791.74,0.737,646.15
diethylene glycol,106.1216,744.6,0.622,517.95
diethylene glycol dibutyl ether,218.33664,680,0.846,529.15
diethylene glycol diethyl ether,162.22912,624,0.681,462.15
diethylene glycol dimethyl ether,134.17536,608,0.577,435.65
diethylene glycol ethyl ether acetate,176.21264,660,0.715,490.55
diethylene glycol monobutyl ether,162.22912,692.3,0.655,504.15
diethylene glycol monobutyl ether acetate,204.2664,679,0.842,518.45
diethylene glycol monopropyl ether,132.20284,679,0.611,487.99
diethylene triamine,103.16744,676,0.7,480.25
diethylheneicosylamine,367.70256,803.37,0.708,656.15
diethylheptadecylamine,311.59504,758.3,0.804,614.15
diethylheptylamine,171.32624,634.32,0.609,471.15
diethylhexadecylamine,297.56816,746.71,0.812,602.15
diethylhexylamine,157.29936,617.59,0.568,452.15
diethylisopropylamine,115.21872,552.49,0.406,381.65
diethylnonadecylamine,339.6488,780.79,0.767,636.15
diethylnonylamine,199.38,661.69,0.684,504.15
diethyloctadecylamine,325.62192,769.24,0.79,625.15
diethyloctylamine,185.35312,645.88,0.648,486.15
diethylpentadecylamine,283.54128,735.67,0.811,590.15
diethylpentylamine,143.27248,595.41,0.525,429.15
diethylpropylamine,115.21872,553.45,0.437,385.15
diethyltetradecylamine,269.5144,723.91,0.804,577.15
diethyltridecylamine,255.48752,712.65,0.791,564.15
diethylundecylamine,227.43376,688.97,0.746,536.15
difluoromethane,52.0236864,351.26,0.277,221.5
digermane,151.26764,491.01,0.165,303.95
diglycolic acid,134.08864,820,0.108,610
diheptyl disulfide,262.5242,765.96,0.758,593.86
diheptyl ether,214.3916,692.83,0.71,535.15
diheptyl phthalate,362.50956,815,1.105,663
diheptyl sulfide,230.4582,762.23,0.7,571.15
diheptylamine,213.40688,706.4,0.761,545.15
dihexyl adipate,314.46556,767,1.094,621.15
dihexyl disulfide,234.47044,747.1,0.692,566.66
dihexyl ether,186.33784,658,0.711,498.85
dihexyl sulfide,202.40444,733.68,0.631,503.15
dihexylamine,185.35312,678.2,0.69,512.95
diiodomethane,267.83582,747,0.141,455.15
diisobutyl ketone,142.24132,615,0.512,441.41
diisobutyl phthalate,278.34828,762,0.916,593.15
diisobutyl sulfide,146.29692,658.04,0.447,444.15
diisobutyl sulfone,178.29572,767,0.688,538.15
diisobutylamine,129.2456,580,0.485,412.25
diisononyl phthalate,418.61708,835,1.031,682
diisooctyl phthalate,390.56332,851,1.088,694
diisopentyl disulfide,206.41668,726.94,0.614,520.15
diisopentyl ether,158.28408,622,0.601,445.65
diisopentyl sulfide,174.35068,701.03,0.551,489.2
diisopentylamine,157.29936,644.56,0.585,461.15
diisopropyl disulfide,150.30916,673,0.37,450.15
diisopropyl ether,102.17656,500.05,0.339,341.45
diisopropyl sulfide,118.24316,585.71,0.316,393.19
diisopropylamine,101.19184,523.1,0.388,357.05
diisopropylbenzene,162.27492,697.15,0.437,473.6
diketene,84.07456,616,0.382,399.2
dilactic acid,162.1424,660,0.907,489
dimethoxydimethylsilane,120.22358,524,0.263,354.55
dimethyl carbonate,90.07884,548,0.385,363.4
"dimethyl cyclohexane-1,4-dicarboxylate; (cis+trans)",200.23464,736,0.641,539.15
dimethyl disulfide,94.20164,615,0.206,382.9
dimethyl ether,46.06904,400.1,0.2,248.31
dimethyl isophthalate,194.187,719,0.655,523
dimethyl maleate,144.12712,675,0.562,478.15
dimethyl phenol,122.1668,713.62,0.513,411.65
dimethyl phthalate,194.187,766,0.657,556.85
dimethyl silane,60.17102,402,0.13,253.55
dimethyl succinate,146.143,657,0.622,469.35
dimethyl sulfate,126.13324,716,0.439,462.15
dimethyl sulfide,62.13564,503.04,0.194,310.48
dimethyl sulfoxide,78.13504,729,0.281,464
dimethyl terephthalate,194.187,772,0.637,561.15
"dimethyl-1,1-dimethylpropylamine",115.21872,574.99,0.344,391.15
"dimethyl-1,2-dimethylpropylamine",115.21872,565.3,0.406,390.5
"dimethyl-2,2-dimethylpropylamine",115.21872,574.03,0.344,390.5
"dimethyl-2,6-naphthalenedicarboxylate",244.24688,883,0.685,650.86
dimethyl-2-methylbutylamine,115.21872,561.68,0.406,388
dimethyl-2-pentylamine,115.21872,553.21,0.406,382.15
dimethyl-3-methylbutylamine,115.21872,559.73,0.406,386.65
dimethyl-3-pentylamine,115.21872,563.35,0.406,389.15
dimethyl-propylamine,87.16496,528,0.175,339.15
dimethyl-sec-butylamine,101.19184,542.32,0.361,367.15
dimethyl-tert-butylamine,101.19184,545.31,0.3,363.15
dimethylacetylene,54.09164,473.2,0.239,300.13
dimethylaluminum chloride,92.503879,619,0.183,399.15
dimethylamine,45.08432,437.2,0.3,280.03
dimethylbutylamine,101.19184,538,0.34,367.15
dimethyldecylamine,185.35312,685.3,0.536,508.15
dimethyldocosylamine,353.67568,824.83,0.737,673.15
dimethyldodecylamine,213.40688,714.5,0.612,544.15
dimethyleicosylamine,325.62192,802.46,0.79,652.15
dimethylethanolamine,89.13748,571.82,0.711,407.15
dimethylethylamine,73.13808,500,0.097,310.15
dimethylheneicosylamine,339.6488,813.93,0.767,663.15
dimethylheptadecylamine,283.54128,770.6,0.749,617.15
dimethylheptylamine,143.27248,630.7,0.404,445.15
dimethylhexadecylamine,269.5144,760.9,0.716,603.15
dimethylhexylamine,129.2456,608.7,0.323,418.15
dimethylisobutylamine,101.19184,523.11,0.361,354.15
dimethylisopropylamine,87.16496,511.91,0.317,339.15
"dimethylnaphthalene, isomers",156.22728,776.35,0.424,537.28
dimethylnonadecylamine,311.59504,791.64,0.804,641.15
dimethylnonylamine,171.32624,668.7,0.483,488.15
dimethyloctadecylamine,297.56816,779.7,0.763,629.15
dimethyloctylamine,157.29936,650.6,0.415,464.15
dimethylpentadecylamine,255.48752,750.5,0.699,590.15
dimethylpentylamine,115.21872,584.2,0.298,395.15
dimethyltetradecylamine,241.46064,739.4,0.669,575.15
dimethyltricosylamine,367.70256,836.42,0.708,683.15
dimethyltridecylamine,227.43376,727.4,0.643,560.15
dimethylundecylamine,199.38,700.5,0.57,526.15
dinonyl disulfide,318.63172,802.3,0.832,642.16
dinonyl ether,270.49912,736,1.002,591
dinonyl phthalate,418.61708,866,0.996,707
dinonyl sulfide,286.56572,810.53,0.787,625
dinonylamine,269.5144,761.5,0.891,607.15
dioctyl disulfide,290.57796,784.46,0.806,619.16
dioctyl ether,242.44536,707,0.934,559.65
dioctyl sulfide,258.51196,760,0.88,601
dioctylamine,241.46064,734,0.819,580.81
dipentyl disulfide,206.41668,726.94,0.614,537.06
dipentyl sulfide,174.35068,701.03,0.551,500
dipentylamine,157.29936,639,0.677,476.15
diphenyl ether,170.2108,766.8,0.439,531.46
diphenylacetylene,178.2334,832,0.384,573
diphenylamine,169.22608,817,0.53,575.15
diphenylmethane,168.23828,760,0.482,537.42
"diphenylmethane-4,4'-diisocyanate",250.25668,802,0.95,609
dipropyl disulfide,150.30916,675,0.437,469
dipropyl ether,102.17656,530.6,0.369,363.23
dipropyl maleate,200.23464,691,0.782,521
dipropyl phthalate,250.29452,768,0.855,590.65
dipropyl sulfide,118.24316,608,0.374,415.98
dipropyl sulfone,150.24196,763,0.582,543
dipropylene glycol monoethyl ether,162.22912,617,0.931,471
dipropylene glycol monomethyl ether,148.20224,612,0.88,461.45
disilane,62.21864,432,0.0939,259
"disilane, hexachloro",268.8872,660.96,0.035,418.15
"disilane, hexafluoro",170.1614192,411.33,0.022,254.25
disiloxane,78.21804,416.86,0.078,257.95
"disulfide, bis(1-methylpropyl)",178.36292,704.16,0.529,513.34
"disulfide, bis(2-methylpropyl)",178.36292,704.16,0.529,493
diundecyl phthalate,474.7246,970,0.747,783
diundecylamine,325.62192,804.24,0.8,655.15
divinyl ether,70.09104,463,0.291,301.45
docosane,310.60724,787,0.972,641.75
docosylamine,325.62192,834.97,0.821,680.15
dodecamethylpentasiloxane,384.84294,628.4,0.726,503
dodecanal,184.32196,708,0.675,523.15
dodecane,170.33844,658,0.576,489.47
dodecanenitrile,181.32136,720.09,0.72,550.15
dodecanoic acid,200.32136,743,0.88,571.85
dodecyl acetate,228.37512,720.3,1.006,538.15
dodecyl formate,214.34824,713.2,0.798,554.36
dodecylamine,185.35312,696,0.764,532.35
dodecylbenzene,246.4362,780,0.733,600.76
dodecylcyclohexane,252.48384,772.83,0.675,600.86
dodecylcyclopentane,238.45696,755.17,0.669,584.06
eicosanal,296.537,784.21,0.856,634.15
eicosane,282.55348,768,0.907,616.93
eicosanenitrile,293.5364,813.13,0.829,659.15
eicosanoic acid,312.5364,821,1.087,670.15
eicosylamine,297.56816,794.6,0.98,656.15
eicosylbenzene,358.65124,851.65,0.759,693.15
eicosylcyclohexane,364.69888,853.38,0.708,695.15
eicosylcyclopentane,350.672,839.72,0.729,683.15
epsilon-caprolactam,113.15948,806,0.476,543.15
epsilon-caprolactone,114.1442,771,0.442,514
"erythro-4,4-dimethyl-2,3-pentanediol",132.20284,710.3,1.107,539.81
ethane,30.06964,305.32,0.1,184.55
ethanesulfonyl chloride,128.5792,682,0.369,448.49
"ethyl 2,2-dimethylpropanoate",130.18696,580.5,0.562,391.55
ethyl 2-butenoate,114.1442,569,0.434,409.65
ethyl 2-ethylhexanoate,172.2676,637,0.579,473.73
"ethyl 2-methylbutanoate, (+)",130.18696,584,0.456,405.15
ethyl 2-methylbutyrate,130.18696,587.95,0.407,405.9
ethyl 3-butenoate,114.1442,569,0.434,392.15
ethyl 3-methyl-2-butenoate,128.17108,592.33,0.432,426.65
ethyl 3-methylhexanoate,158.24072,629,0.596,450.15
ethyl 3-methylnonanoate,200.32136,667,0.699,523.39
ethyl 4-methylhexanoate,158.24072,629,0.596,453.15
ethyl 4-methylpentanoate,144.21384,602,0.395,436.15
ethyl acetate,88.10632,523.3,0.366,350.21
ethyl acrylate,100.11732,553,0.378,372.65
ethyl alcohol,46.06904,513.92,0.645,351.44
ethyl benzoate,150.1772,698,0.477,486.55
ethyl butanoate,116.16008,571,0.401,394.65
ethyl butyl ether,102.17656,531,0.385,365.35
ethyl butyl sulfide,118.24316,609,0.374,417.41
ethyl chloride,64.5144,460.35,0.19,285.42
ethyl chloroacetate,122.55108,618,0.393,417.35
ethyl chloroformate,108.5242,508.15,0.835,366
ethyl cis-2-butenoate,114.1442,569,0.434,409.15
ethyl cyanoacetate,113.11612,679,0.558,479.15
ethyl decanoate,200.32136,667,0.699,514.65
ethyl decyl sulfide,202.40444,733.68,0.631,537
ethyl dodecyl sulfide,230.4582,762.23,0.7,569
ethyl ether of propylene glycol,104.14908,582,0.783,444.01
ethyl fluoride,48.0601032,375.31,0.22,235.45
ethyl formate,74.07944,508.4,0.285,327.46
ethyl heptadecyl sulfide,300.5926,821.75,0.794,635
ethyl heptanoate,158.24072,629,0.596,460.15
ethyl heptyl ether,144.2572,592.67,0.508,439.15
ethyl heptyl sulfide,160.3238,681.56,0.508,480
ethyl hexadecyl sulfide,286.56572,810.53,0.787,625
ethyl hexanoate,144.21384,602,0.395,440.15
ethyl hexyl ether,130.23032,583,0.494,417.15
ethyl hexyl sulfide,146.29692,660.72,0.465,460
ethyl iodide,155.96617,561,0.224,345.45
ethyl isobutanoate,116.16008,553.15,0.426,383
ethyl isobutyl ether,102.17656,520.57,0.359,354.25
ethyl isocyanate,71.07884,526,0.255,333.15
ethyl isocyanide,55.07944,535.33,0.338,351.65
ethyl isopentyl ether,116.20344,558.21,0.307,385.65
ethyl isopropyl ether,88.14968,489,0.306,326.15
ethyl isopropyl ketone,100.16068,567,0.389,386.55
ethyl isovalerate,130.18696,587.95,0.4,407.45
ethyl lactate,118.1326,588,0.793,427.65
ethyl mercaptan,62.13564,499.15,0.188,308.15
ethyl methacrylate,114.1442,577,0.344,390.15
ethyl methyl sulfate,140.16012,775,0.126,472.42
ethyl nonanoate,186.29448,652,0.639,500.15
ethyl nonyl sulfide,188.37756,717.91,0.592,520
ethyl octadecyl sulfide,314.61948,832.33,0.795,645
ethyl octanoate,172.2676,637,0.579,481.65
ethyl octyl ether,158.28408,622,0.601,459.45
ethyl octyl sulfide,174.35068,700,0.538,505.54
ethyl pentadecyl sulfide,272.53884,798.63,0.774,611
ethyl pentanoate,130.18696,587.95,0.407,419.25
ethyl pentyl ether,116.20344,558.21,0.307,390.75
ethyl pentyl sulfide,132.27004,638.37,0.42,440
ethyl propanoate,102.1332,546,0.394,372.25
ethyl propenyl ether,86.1338,505.58,0.323,343.15
ethyl propyl ether,88.14968,500.23,0.346,337.01
ethyl propyl sulfide,104.21628,584,0.329,391.65
ethyl sec-butyl ether,102.17656,520.72,0.359,354.35
ethyl sulfate,126.13324,857,0.494,553.15
ethyl tert-butyl ether,102.17656,514,0.296,345.95
ethyl tetradecyl sulfide,258.51196,791.68,0.686,597
ethyl trans-2-butenoate,114.1442,569,0.434,411.15
ethyl trans-2-methyl-2-butenoate,128.17108,592.33,0.432,429.15
ethyl tridecyl sulfide,244.48508,775.15,0.729,583
ethyl undecanoate,214.34824,682,0.759,542.21
ethyl undecyl sulfide,216.43132,748.42,0.667,553
ethyl vanillin,166.1766,748,1.073,567
ethyl vinyl ether,72.10692,475.15,0.267,308.7
ethyl-3-ethoxypropionate,146.18636,621,0.497,441.65
ethyl-sec-butylamine,101.19184,538.12,0.432,371.15
ethyl-tert-butylamine,101.19184,517.03,0.369,351.15
ethylacetoacetate,130.1436,643,0.561,453.95
ethylacetylene,54.09164,443.2,0.247,281.22
ethylamine,45.08432,456.15,0.285,289.73
ethylbenzene,106.1674,617.15,0.304,409.35
ethylbenzene hydroperoxide,138.1662,737,0.813,536
ethylbutylamine,101.19184,548.52,0.463,381.15
ethylcyclobutane,84.16128,528.1,0.256,343.75
ethylcyclohexane,112.21504,609.15,0.246,404.95
ethylcyclopentane,98.18816,569.5,0.27,376.62
ethylcyclopropane,70.1344,480.93,0.242,309.08
ethyldecylamine,185.35312,677.7,0.696,514.15
ethyldocosylamine,353.67568,830.33,0.732,678.15
ethyldodecylamine,213.40688,707.4,0.776,549.15
ethyleicosylamine,325.62192,806.7,0.8,657.15
ethylene,28.05376,282.34,0.086,169.47
ethylene carbonate,88.06296,806,0.442,521.35
ethylene glycol,62.06844,720,0.507,470.45
ethylene glycol diacetate,146.143,653,0.56,463.65
ethylene glycol diacrylate,170.165,689,0.662,503
ethylene glycol diethyl ether,118.17596,561,0.482,394.55
ethylene glycol dinitrate,152.06364,654,0.79,472.15
ethylene glycol mono-sec-butyl ether,118.17596,600,0.817,481.98
ethylene glycol monohexyl ether,146.22972,633,0.9,481.45
ethylene glycol monomethacrylate,130.1436,677,0.839,499.15
ethylene glycol monopropyl ether,104.14908,615.2,0.486,424.5
ethylene oxide,44.05316,469.15,0.197,283.6
ethylene sulfide,60.11976,547,0.161,328.08
ethylenediamine,60.099,593,0.472,390.41
ethyleneimine,43.06844,537,0.201,329
ethylheneicosylamine,339.6488,818.78,0.77,668.15
ethylheptadecylamine,283.54128,764.7,0.941,621.15
ethylheptylamine,143.27248,622.2,0.575,453.85
ethylhexadecylamine,269.5144,754.8,0.907,608.15
ethylhexylamine,129.2456,599.8,0.535,431.15
ethylidene diacetate,146.143,635,0.478,442.15
ethylidene norbornene,120.19428,629,0.314,420.67
ethylisobutylamine,101.19184,538.12,0.432,371.15
ethylisopropylamine,87.16496,513.8,0.403,349.15
ethylnonadecylamine,311.59504,795.27,0.822,646.15
ethylnonylamine,171.32624,660.8,0.657,495.15
ethylnorbene,122.21016,625,0.261,416.75
ethyloctadecylamine,297.56816,773.9,0.981,634.15
ethyloctylamine,157.29936,642.4,0.616,475.15
ethylpentadecylamine,255.48752,744.2,0.891,595.15
ethylpentylamine,115.21872,575,0.496,407.15
ethylpropylamine,87.16496,520,0.393,353.45
ethyltetradecylamine,241.46064,732.8,0.848,580.15
ethyltricosylamine,367.70256,842.59,0.708,688.15
ethyltridecylamine,227.43376,720.6,0.811,565.15
ethylundecylamine,199.38,693.1,0.738,532.15
ethynylbenzene,102.13564,650,0.226,416
ferric chloride,162.2051,948.15,0.1741,592.15
fluoranthene,202.2554,905,0.588,655.95
fluorene,166.2224,826,0.404,570.44
fluorine,37.9968064,144.12,0.053,84.95
fluorine oxide,53.9962064,215,0.075,128.4
fluorobenzene,96.1041032,560.09,0.247,357.88
fluoroform,70.0141496,299.01,0.264,191.09
formaldehyde,30.02628,408,0.282,254.05
formamide,45.04096,771,0.453,493
formanilide,121.13872,787,0.545,544.15
formic acid,46.02568,588,0.317,373.71
fumaric acid,116.07336,771,0.989,563.15
furan,68.07516,490.15,0.202,304.5
furfural,96.08556,670.15,0.368,434.85
furfuryl alcohol,98.10144,632,0.734,443.15
gallium trichloride,176.0811,694,0.4577,474.15
gamma-butyrolactone,86.09044,739,0.369,477.15
gamma-terpinene,136.23704,661,0.376,456.15
germane,76.64176,312.2,0.1506,185
"germane, trichloro",179.97604,559.78,0.17,348.45
germanium bromide,392.226,718,0.169,459.5
germanium chloride,214.4208,553.2,0.123,359.7
glutaric acid,132.11612,807,0.959,595.54
glutaric anhydride,114.10084,838,0.537,562.69
glutaronitrile,94.11612,782,0.603,559.15
glycerol,92.09472,850,0.513,561
glycerol 1-monooleate,356.5462,885,0.992,714
glyceryl triacetate,218.20656,704,0.839,532.15
glycolic acid,76.05196,616,1.059,443
glyoxal,58.03668,495,0.413,323.55
guaiacol,124.13932,697,0.571,478.15
halothane,197.3818496,496,0.275,323.35
heneicosane,296.58036,778,0.942,629.65
heneicosanenitrile,307.56328,824.05,0.812,670.15
heneicosylamine,311.59504,822.4,0.844,668.15
heneicosylbenzene,372.67812,860.93,0.733,702.15
heneicosylcyclopentane,364.69888,850.13,0.705,693.15
heptadecanal,254.45636,752.2,0.849,598.15
heptadecane,240.47284,736,0.77,575.3
heptadecanenitrile,251.45576,779.15,0.835,622.15
heptadecanoic acid,270.45576,793,1.028,635.75
heptadecanol (mixed primary isomers),256.47224,767.2,0.798,599.15
